Disease:sickle-cell_disease	Target:humanized_igg2	Drug:selg2
Disease:anemia	Target:erythropoietin_receptor	Drug:hematide
Disease:anemia	Target:egl_nine_homolog_2	Drug:jtz-951
Disease:anemia	Target:hif-ph1	Drug:jtz-951
Disease:anemia	Target:hypoxia-inducible_factor_prolyl_hydroxylase_1	Drug:jtz-951
Disease:anemia	Target:prolyl_hydroxylase_domain-containing_protein_1	Drug:jtz-951
Disease:anemia	Target:egln2	Drug:jtz-951
Disease:anemia	Target:hypoxia-inducible_factor-prolyl_hydroxylase	Drug:jtz-951
Disease:anemia	Target:phd1	Drug:jtz-951
Disease:anemia	Target:eit6	Drug:jtz-951
Disease:anemia	Target:hif-ph	Drug:jtz-951
Disease:anemia	Target:estrogen-induced_tag_6	Drug:jtz-951
Disease:anemia	Target:hph-3	Drug:jtz-951
Disease:anemia	Target:hif-prolyl_hydroxylase_1	Drug:jtz-951
Disease:anemia	Target:egl_nine_homolog_2	Drug:ds-1093
Disease:anemia	Target:hif-ph1	Drug:ds-1093
Disease:anemia	Target:hypoxia-inducible_factor_prolyl_hydroxylase_1	Drug:ds-1093
Disease:anemia	Target:prolyl_hydroxylase_domain-containing_protein_1	Drug:ds-1093
Disease:anemia	Target:egln2	Drug:ds-1093
Disease:anemia	Target:hypoxia-inducible_factor-prolyl_hydroxylase	Drug:ds-1093
Disease:anemia	Target:phd1	Drug:ds-1093
Disease:anemia	Target:eit6	Drug:ds-1093
Disease:anemia	Target:hif-ph	Drug:ds-1093
Disease:anemia	Target:estrogen-induced_tag_6	Drug:ds-1093
Disease:anemia	Target:hph-3	Drug:ds-1093
Disease:anemia	Target:hif-prolyl_hydroxylase_1	Drug:ds-1093
Disease:anemia	Target:epo	Drug:gc-1113
Disease:anemia	Target:erythropoietin	Drug:gc-1113
Disease:anemia	Target:epoetin	Drug:gc-1113
Disease:anemia	Target:erythropoietin_ligand	Drug:gc-1113
Disease:anemia	Target:egl_nine_homolog_2	Drug:fg-2216
Disease:anemia	Target:hif-ph1	Drug:fg-2216
Disease:anemia	Target:hypoxia-inducible_factor_prolyl_hydroxylase_1	Drug:fg-2216
Disease:anemia	Target:prolyl_hydroxylase_domain-containing_protein_1	Drug:fg-2216
Disease:anemia	Target:egln2	Drug:fg-2216
Disease:anemia	Target:hypoxia-inducible_factor-prolyl_hydroxylase	Drug:fg-2216
Disease:anemia	Target:phd1	Drug:fg-2216
Disease:anemia	Target:eit6	Drug:fg-2216
Disease:anemia	Target:hif-ph	Drug:fg-2216
Disease:anemia	Target:estrogen-induced_tag_6	Drug:fg-2216
Disease:anemia	Target:hph-3	Drug:fg-2216
Disease:anemia	Target:hif-prolyl_hydroxylase_1	Drug:fg-2216
Disease:anemia	Target:solute_carrier_family_40_member_1	Drug:ly2928057
Disease:anemia	Target:iron-regulated_transporter_1	Drug:ly2928057
Disease:anemia	Target:ferroportin-1	Drug:ly2928057
Disease:anemia	Target:ferroportin	Drug:ly2928057
Disease:anemia	Target:egl_nine_homolog_2	Drug:fg-4592
Disease:anemia	Target:hif-ph1	Drug:fg-4592
Disease:anemia	Target:hypoxia-inducible_factor_prolyl_hydroxylase_1	Drug:fg-4592
Disease:anemia	Target:prolyl_hydroxylase_domain-containing_protein_1	Drug:fg-4592
Disease:anemia	Target:egln2	Drug:fg-4592
Disease:anemia	Target:hypoxia-inducible_factor-prolyl_hydroxylase	Drug:fg-4592
Disease:anemia	Target:phd1	Drug:fg-4592
Disease:anemia	Target:eit6	Drug:fg-4592
Disease:anemia	Target:hif-ph	Drug:fg-4592
Disease:anemia	Target:estrogen-induced_tag_6	Drug:fg-4592
Disease:anemia	Target:hph-3	Drug:fg-4592
Disease:anemia	Target:hif-prolyl_hydroxylase_1	Drug:fg-4592
Disease:opioid-induced_constipation	Target:mu_opioid_receptor	Drug:td-1211
Disease:rheumatoid_arthriti	Target:erk5	Drug:kc706
Disease:rheumatoid_arthriti	Target:mitogen-activated_protein_kinase_12	Drug:kc706
Disease:rheumatoid_arthriti	Target:sapk3	Drug:kc706
Disease:rheumatoid_arthriti	Target:map_kinase_p38	Drug:kc706
Disease:rheumatoid_arthriti	Target:erk-6	Drug:kc706
Disease:rheumatoid_arthriti	Target:mapk12	Drug:kc706
Disease:rheumatoid_arthriti	Target:mitogen-activated_protein_kinase_p38_gamma	Drug:kc706
Disease:rheumatoid_arthriti	Target:extracellular_signal-regulated_kinase_6	Drug:kc706
Disease:rheumatoid_arthriti	Target:map_kinase_p38_gamma	Drug:kc706
Disease:rheumatoid_arthriti	Target:stress-activated_protein_kinase_3	Drug:kc706
Disease:rheumatoid_arthriti	Target:erk6	Drug:kc706
Disease:rheumatoid_arthriti	Target:nkg2a/bactivating_nk_receptor	Drug:nn8765
Disease:rheumatoid_arthriti	Target:cd159a	Drug:nn8765
Disease:rheumatoid_arthriti	Target:cd159_antigenlike_family_member_a	Drug:nn8765
Disease:rheumatoid_arthriti	Target:nkg2a	Drug:nn8765
Disease:rheumatoid_arthriti	Target:klrc1	Drug:nn8765
Disease:rheumatoid_arthriti	Target:nk_cell_receptor_a	Drug:nn8765
Disease:rheumatoid_arthriti	Target:nkg2a/nkg2b_type_ii_integral_membrane_protein	Drug:nn8765
Disease:rheumatoid_arthriti	Target:c5ar	Drug:nn8210
Disease:rheumatoid_arthriti	Target:c5a_anaphylatoxin_chemotactic_receptor_1	Drug:nn8210
Disease:rheumatoid_arthriti	Target:cd88	Drug:nn8210
Disease:rheumatoid_arthriti	Target:c5a_anaphylatoxin_chemotactic_receptor	Drug:nn8210
Disease:rheumatoid_arthriti	Target:c5ar1	Drug:nn8210
Disease:rheumatoid_arthriti	Target:tnf-alpha	Drug:art621
Disease:rheumatoid_arthriti	Target:tumor_necrosis_factor_ligand_superfamily_member_2	Drug:art621
Disease:rheumatoid_arthriti	Target:tumour_necrosis_factor	Drug:art621
Disease:rheumatoid_arthriti	Target:tumor_necrosis_factor	Drug:art621
Disease:rheumatoid_arthriti	Target:tnfalpha	Drug:art621
Disease:rheumatoid_arthriti	Target:tumor_necrosis_factor_receptor_1	Drug:art621
Disease:rheumatoid_arthriti	Target:tumour_necrosis_factor_alpha	Drug:art621
Disease:rheumatoid_arthriti	Target:tnf	Drug:art621
Disease:rheumatoid_arthriti	Target:cachectin	Drug:art621
Disease:rheumatoid_arthriti	Target:tnf_alpha	Drug:art621
Disease:rheumatoid_arthriti	Target:tnf-a	Drug:art621
Disease:rheumatoid_arthriti	Target:integrin_alpha_4_beta_1	Drug:cdp323
Disease:rheumatoid_arthriti	Target:very_late_antigen_4	Drug:cdp323
Disease:rheumatoid_arthriti	Target:integrin_alpha-4	Drug:cdp323
Disease:rheumatoid_arthriti	Target:cd49d	Drug:cdp323
Disease:rheumatoid_arthriti	Target:integrin_alpha-iv	Drug:cdp323
Disease:rheumatoid_arthriti	Target:vla-4	Drug:cdp323
Disease:choleretic	Target:taste_receptor	Drug:cynarin
Disease:late-stage_non-small_cell_lung_cancer	Target:sski	Drug:kd019
Disease:clotting_disorder	Target:mrna_of_fxi	Drug:isis-fxi
Disease:clotting_disorder	Target:mrna_of_pta	Drug:isis-fxi
Disease:clotting_disorder	Target:mrna_of_plasma_thromboplastin_antecedent	Drug:isis-fxi
Disease:clotting_disorder	Target:mrna_of_coagulation_factor_xi	Drug:isis-fxi
Disease:clotting_disorder	Target:mrna_of_factor_xi	Drug:isis-fxi
Disease:tuberculosi	Target:recombinant_fusion_protein	Drug:id-93/gla-se
Disease:convulsion	Target:n-methyl_d-aspartate_receptor_subtype_2b	Drug:ym-90k
Disease:convulsion	Target:nmda_receptor_subunit_2b	Drug:ym-90k
Disease:convulsion	Target:glutamate_receptor_nr2b_subunit	Drug:ym-90k
Disease:convulsion	Target:nmda_receptor_nr2b	Drug:ym-90k
Disease:convulsion	Target:n-methyl-d-aspartate_receptor_subunit_3	Drug:ym-90k
Disease:convulsion	Target:nmdar2b	Drug:ym-90k
Disease:convulsion	Target:hnr3	Drug:ym-90k
Disease:convulsion	Target:nmda_nr2b_receptor	Drug:ym-90k
Disease:convulsion	Target:nr3	Drug:ym-90k
Disease:convulsion	Target:glutamate_[nmda]_receptor_subunit_epsilon_2	Drug:ym-90k
Disease:convulsion	Target:nr2b	Drug:ym-90k
Disease:mycobacterium_tuberculosis_infection	Target:gram-positive_bacteria	Drug:azd-5847
Disease:inflammatory_disorder	Target:interleukin-6	Drug:c326
Disease:inflammatory_disorder	Target:ctl_differentiation_factor	Drug:c326
Disease:inflammatory_disorder	Target:il-6	Drug:c326
Disease:inflammatory_disorder	Target:interferon_beta-2	Drug:c326
Disease:inflammatory_disorder	Target:cdf	Drug:c326
Disease:inflammatory_disorder	Target:hybridoma_growth_factor	Drug:c326
Disease:inflammatory_disorder	Target:b-cell_stimulatory_factor_2	Drug:c326
Disease:inflammatory_disorder	Target:bsf-2	Drug:c326
Disease:metastatic_melanoma	Target:b7_homolog_1	Drug:mpdl-3280a
Disease:metastatic_melanoma	Target:pdcd1_ligand_1	Drug:mpdl-3280a
Disease:metastatic_melanoma	Target:b7h1	Drug:mpdl-3280a
Disease:metastatic_melanoma	Target:pdl1	Drug:mpdl-3280a
Disease:metastatic_melanoma	Target:programmed_death_ligand_1	Drug:mpdl-3280a
Disease:metastatic_melanoma	Target:programmed_cell_deathâ€?_ligand_1_(pd-l1)	Drug:mpdl-3280a
Disease:metastatic_melanoma	Target:cd274	Drug:mpdl-3280a
Disease:metastatic_melanoma	Target:programmed_cell_death_1_ligand_1	Drug:mpdl-3280a
Disease:septic_shock	Target:cytokine_receptor	Drug:jte-607
Disease:septic_shock	Target:platelet_activating_factor	Drug:tcv-309
Disease:septic_shock	Target:paf	Drug:tcv-309
Disease:thromboembolism	Target:fxa	Drug:ssr-128428
Disease:thromboembolism	Target:activated_coagulation_factor_x	Drug:ssr-128428
Disease:thromboembolism	Target:coagulation_factor_xa	Drug:ssr-128428
Disease:thromboembolism	Target:factor_xa	Drug:ssr-128428
Disease:parkinson's_disease	Target:catechol-o-methyl-transferase	Drug:entacapone+levodopa+carbidopa
Disease:parkinson's_disease	Target:s-comt	Drug:entacapone+levodopa+carbidopa
Disease:parkinson's_disease	Target:mb-comt	Drug:entacapone+levodopa+carbidopa
Disease:parkinson's_disease	Target:comt	Drug:entacapone+levodopa+carbidopa
Disease:parkinson's_disease	Target:catechol-o-methyltransferase	Drug:entacapone+levodopa+carbidopa
Disease:parkinson's_disease	Target:a(2a)_adenosine_receptor	Drug:kf-17837
Disease:parkinson's_disease	Target:adenosine_a2a_receptor	Drug:kf-17837
Disease:parkinson's_disease	Target:a2a_adenosine_receptor	Drug:kf-17837
Disease:parkinson's_disease	Target:adenosine_receptor_a2a	Drug:kf-17837
Disease:parkinson's_disease	Target:muscarinic_acetylcholine_receptor_m1	Drug:arecoline
Disease:parkinson's_disease	Target:mao-b	Drug:pf9601n
Disease:parkinson's_disease	Target:amine_oxidase_[flavin-containing]_b	Drug:pf9601n
Disease:parkinson's_disease	Target:monoamine_oxidase_b	Drug:pf9601n
Disease:parkinson's_disease	Target:monoamine_oxidase	Drug:pf9601n
Disease:parkinson's_disease	Target:n-methyl_d-aspartate_receptor_subtype_2b	Drug:cp-101,606
Disease:parkinson's_disease	Target:nmda_receptor_subunit_2b	Drug:cp-101,606
Disease:parkinson's_disease	Target:glutamate_receptor_nr2b_subunit	Drug:cp-101,606
Disease:parkinson's_disease	Target:nmda_receptor_nr2b	Drug:cp-101,606
Disease:parkinson's_disease	Target:n-methyl-d-aspartate_receptor_subunit_3	Drug:cp-101,606
Disease:parkinson's_disease	Target:nmdar2b	Drug:cp-101,606
Disease:parkinson's_disease	Target:hnr3	Drug:cp-101,606
Disease:parkinson's_disease	Target:nmda_nr2b_receptor	Drug:cp-101,606
Disease:parkinson's_disease	Target:nr3	Drug:cp-101,606
Disease:parkinson's_disease	Target:glutamate_[nmda]_receptor_subunit_epsilon_2	Drug:cp-101,606
Disease:parkinson's_disease	Target:nr2b	Drug:cp-101,606
Disease:parkinson's_disease	Target:serine/threonine-protein_kinase_b-raf_(mrna)	Drug:spn-803
Disease:parkinson's_disease	Target:proto-oncogene_b-raf_(mrna)	Drug:spn-803
Disease:parkinson's_disease	Target:p94_(mrna)	Drug:spn-803
Disease:parkinson's_disease	Target:v-raf_murine_sarcoma_viral_oncogene_homolog_b1_(mrna)	Drug:spn-803
Disease:parkinson's_disease	Target:mrna_of_b-raf	Drug:spn-803
Disease:parkinson's_disease	Target:a(2a)_adenosine_receptor	Drug:v81444
Disease:parkinson's_disease	Target:adenosine_a2a_receptor	Drug:v81444
Disease:parkinson's_disease	Target:a2a_adenosine_receptor	Drug:v81444
Disease:parkinson's_disease	Target:adenosine_receptor_a2a	Drug:v81444
Disease:parkinson's_disease	Target:nona_beta_component_of_ad_amyloid	Drug:rg7935
Disease:parkinson's_disease	Target:nacp	Drug:rg7935
Disease:parkinson's_disease	Target:nona4_component_of_amyloid_precursor	Drug:rg7935
Disease:parkinson's_disease	Target:alpha-synuclein	Drug:rg7935
Disease:parkinson's_disease	Target:snca	Drug:rg7935
Disease:myotonic_dystrophy	Target:mtpk_(mrna)	Drug:isis-dmpk
Disease:myotonic_dystrophy	Target:dm1_protein_kinase_(mrna)	Drug:isis-dmpk
Disease:myotonic_dystrophy	Target:dmk_(mrna)	Drug:isis-dmpk
Disease:myotonic_dystrophy	Target:mrna_of_dmpk	Drug:isis-dmpk
Disease:myotonic_dystrophy	Target:dmkinase_(mrna)	Drug:isis-dmpk
Disease:myotonic_dystrophy	Target:dmpk_(mrna)	Drug:isis-dmpk
Disease:myotonic_dystrophy	Target:myotonic_dystrophy_protein_kinase_(mrna)	Drug:isis-dmpk
Disease:myotonic_dystrophy	Target:myotoninprotein_kinase_(mrna)	Drug:isis-dmpk
Disease:leukemia	Target:tcell_activation_antigen_cd27	Drug:cdx-1127
Disease:leukemia	Target:cd27	Drug:cdx-1127
Disease:leukemia	Target:t14	Drug:cdx-1127
Disease:leukemia	Target:tumor_necrosis_factor_receptor_superfamily_member_7	Drug:cdx-1127
Disease:leukemia	Target:cd27l_receptor	Drug:cdx-1127
Disease:leukemia	Target:cd27_antigen	Drug:cdx-1127
Disease:leukemia	Target:antigen-specific_immunotherapeutic	Drug:tol-3021
Disease:leukemia	Target:h3k79hmtase	Drug:epz-5676
Disease:leukemia	Target:dot1l	Drug:epz-5676
Disease:leukemia	Target:lysine_nmethyltransferase_4	Drug:epz-5676
Disease:leukemia	Target:histone_h3k79_methyltransferase	Drug:epz-5676
Disease:leukemia	Target:histonelysine_nmethyltransferase,_h3_lysine79_specific	Drug:epz-5676
Disease:leukemia	Target:dot1like_protein	Drug:epz-5676
Disease:leukemia	Target:glutaminase	Drug:cb-839
Disease:leukemia	Target:jak-2	Drug:ac430
Disease:leukemia	Target:tyrosine-protein_kinase_jak2	Drug:ac430
Disease:leukemia	Target:janus_kinase_2	Drug:ac430
Disease:atopic_dermatiti	Target:chymase	Drug:asb17061
Disease:atopic_dermatiti	Target:mast_cell_protease_i	Drug:asb17061
Disease:atopic_dermatiti	Target:kallikrein	Drug:dermolastin
Disease:atopic_dermatiti	Target:ctsg	Drug:dermolastin
Disease:atopic_dermatiti	Target:cg	Drug:dermolastin
Disease:atopic_dermatiti	Target:glandular_kallikrein	Drug:dermolastin
Disease:atopic_dermatiti	Target:klk	Drug:dermolastin
Disease:atopic_dermatiti	Target:tissue_kallikrein	Drug:dermolastin
Disease:atopic_dermatiti	Target:hgk	Drug:dermolastin
Disease:atopic_dermatiti	Target:cathepsin_g	Drug:dermolastin
Disease:liver_cancer	Target:mrna_of_thyroid_receptor-interacting_protein_5	Drug:aln-vsp
Disease:liver_cancer	Target:mrna_of_kinesin-like_spindle_protein_hksp	Drug:aln-vsp
Disease:liver_cancer	Target:mrna_of_kinesin-like_protein_1	Drug:aln-vsp
Disease:liver_cancer	Target:mrna_of_kinesin_spindle_protein	Drug:aln-vsp
Disease:liver_cancer	Target:mrna_of_kif11	Drug:aln-vsp
Disease:liver_cancer	Target:mrna_of_kinesin-related_motor_protein_eg5	Drug:aln-vsp
Disease:liver_cancer	Target:mrna_of_trip-5	Drug:aln-vsp
Disease:liver_cancer	Target:mrna_of_kinesin-like_protein_kif11	Drug:aln-vsp
Disease:liver_cancer	Target:mrna_of_tr-interacting_protein_5	Drug:aln-vsp
Disease:liver_cancer	Target:death_receptor_4	Drug:mapatumumab
Disease:liver_cancer	Target:tumor_necrosis_factor_receptor_superfamily_member_10a	Drug:mapatumumab
Disease:liver_cancer	Target:tnf-related_apoptosis-inducing_ligand_receptor_1	Drug:mapatumumab
Disease:liver_cancer	Target:cd261	Drug:mapatumumab
Disease:liver_cancer	Target:trail_receptor_1	Drug:mapatumumab
Disease:liver_cancer	Target:trail-r1	Drug:mapatumumab
Disease:liver_cancer	Target:wnt_signalling_pathway	Drug:sm04755
Disease:liver_cancer	Target:mir-34	Drug:mrx34
Disease:liver_cancer	Target:dna	Drug:mbo7133
Disease:vasculiti	Target:c5ar	Drug:ccx-168
Disease:vasculiti	Target:c5a_anaphylatoxin_chemotactic_receptor_1	Drug:ccx-168
Disease:vasculiti	Target:cd88	Drug:ccx-168
Disease:vasculiti	Target:c5a_anaphylatoxin_chemotactic_receptor	Drug:ccx-168
Disease:vasculiti	Target:c5ar1	Drug:ccx-168
Disease:angina	Target:alpha_1_adrenoceptor	Drug:s-2150
Disease:angina	Target:mrna_of_integrin_beta_3	Drug:lamifiban
Disease:angina	Target:itgb3_(mrna)	Drug:lamifiban
Disease:angina	Target:cd61_(mrna)	Drug:lamifiban
Disease:angina	Target:integrin_beta3_(mrna)	Drug:lamifiban
Disease:angina	Target:platelet_membrane_glycoprotein_iiia_(mrna)	Drug:lamifiban
Disease:angina	Target:gpiiia_(mrna)	Drug:lamifiban
Disease:angina	Target:hst1	Drug:ad5fgf-4
Disease:angina	Target:hst	Drug:ad5fgf-4
Disease:angina	Target:fibroblast_growth_factor_4	Drug:ad5fgf-4
Disease:angina	Target:hbgf4	Drug:ad5fgf-4
Disease:angina	Target:transforming_protein_ks3	Drug:ad5fgf-4
Disease:angina	Target:fgf4	Drug:ad5fgf-4
Disease:angina	Target:fibroblast_growth_factor-4	Drug:ad5fgf-4
Disease:angina	Target:hstf1	Drug:ad5fgf-4
Disease:angina	Target:heparin_secretorytransforming_protein_1	Drug:ad5fgf-4
Disease:angina	Target:heparinbinding_growth_factor_4	Drug:ad5fgf-4
Disease:angina	Target:mrna_of_integrin_beta_3	Drug:orbofiban
Disease:angina	Target:itgb3_(mrna)	Drug:orbofiban
Disease:angina	Target:cd61_(mrna)	Drug:orbofiban
Disease:angina	Target:integrin_beta3_(mrna)	Drug:orbofiban
Disease:angina	Target:platelet_membrane_glycoprotein_iiia_(mrna)	Drug:orbofiban
Disease:angina	Target:gpiiia_(mrna)	Drug:orbofiban
Disease:angina	Target:mrna_of_integrin_beta_3	Drug:sibrafiban
Disease:angina	Target:itgb3_(mrna)	Drug:sibrafiban
Disease:angina	Target:cd61_(mrna)	Drug:sibrafiban
Disease:angina	Target:integrin_beta3_(mrna)	Drug:sibrafiban
Disease:angina	Target:platelet_membrane_glycoprotein_iiia_(mrna)	Drug:sibrafiban
Disease:angina	Target:gpiiia_(mrna)	Drug:sibrafiban
Disease:angina	Target:mrna_of_integrin_beta_3	Drug:zd-2486
Disease:angina	Target:itgb3_(mrna)	Drug:zd-2486
Disease:angina	Target:cd61_(mrna)	Drug:zd-2486
Disease:angina	Target:integrin_beta3_(mrna)	Drug:zd-2486
Disease:angina	Target:platelet_membrane_glycoprotein_iiia_(mrna)	Drug:zd-2486
Disease:angina	Target:gpiiia_(mrna)	Drug:zd-2486
Disease:angina	Target:beta_adrenoceptor	Drug:nipradilol
Disease:glioblastoma	Target:p60-src	Drug:kx2-361
Disease:glioblastoma	Target:src_tyrosine_kinase	Drug:kx2-361
Disease:glioblastoma	Target:proto-oncogene_tyrosine-protein_kinase_src	Drug:kx2-361
Disease:spinal_muscular_atrophy	Target:hint-5	Drug:rg3039
Disease:spinal_muscular_atrophy	Target:dcp	Drug:rg3039
Disease:spinal_muscular_atrophy	Target:hint-related_7megmp-directed_hydrolase	Drug:rg3039
Disease:spinal_muscular_atrophy	Target:scavenger_decapping_enzyme_dcp	Drug:rg3039
Disease:spinal_muscular_atrophy	Target:dcs-1	Drug:rg3039
Disease:spinal_muscular_atrophy	Target:histidine_triad_protein_member_5	Drug:rg3039
Disease:spinal_muscular_atrophy	Target:scavenger_mrna-decapping_enzyme_dcp	Drug:rg3039
Disease:spinal_muscular_atrophy	Target:smn2	Drug:rg7800
Disease:spinal_muscular_atrophy	Target:component_of_gems_1	Drug:rg7800
Disease:spinal_muscular_atrophy	Target:survival_motor_neuron_protein	Drug:rg7800
Disease:spinal_muscular_atrophy	Target:gemin-1	Drug:rg7800
Disease:anxiety_disorder	Target:5-ht-2	Drug:mdl-11939
Disease:anxiety_disorder	Target:5-hydroxytryptamine_receptor_2a	Drug:mdl-11939
Disease:anxiety_disorder	Target:serotonin_receptor	Drug:mdl-11939
Disease:anxiety_disorder	Target:5-ht-2a	Drug:mdl-11939
Disease:anxiety_disorder	Target:5-hydroxytryptamine_2a_receptor	Drug:mdl-11939
Disease:anxiety_disorder	Target:serotonin_receptor_2a	Drug:mdl-11939
Disease:anxiety_disorder	Target:5-ht2a_receptor	Drug:mdl-11939
Disease:anxiety_disorder	Target:metabotropic_glutamate_receptor_5	Drug:adx10059
Disease:anxiety_disorder	Target:mglur5	Drug:adx10059
Disease:anxiety_disorder	Target:glutamate_receptor_mglu5	Drug:adx10059
Disease:anxiety_disorder	Target:5b	Drug:adx10059
Disease:anxiety_disorder	Target:gaba(a)_receptor	Drug:azd7325
Disease:anxiety_disorder	Target:gaba-a_receptor	Drug:azd7325
Disease:anxiety_disorder	Target:gamma-aminobutyric_acid_a_receptor	Drug:azd7325
Disease:anxiety_disorder	Target:5-ht-1a	Drug:robalzotan
Disease:anxiety_disorder	Target:5-ht1a_receptor	Drug:robalzotan
Disease:anxiety_disorder	Target:5-hydroxytryptamine_1a_receptor	Drug:robalzotan
