TTDTargetID	Target_Name	Indication	ICD9	ICD10
TTDS00041	Prostaglandin G/H synthase 2	Dysmenorrhea	625.3	N94.4-N94.6
TTDS00041	Prostaglandin G/H synthase 2	Endometriosis	617	N80
TTDS00041	Prostaglandin G/H synthase 2	Genitourinary tumors	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
TTDS00041	Prostaglandin G/H synthase 2	Gestational hypertension	401	I10, I11, I12, I13, I15
TTDS00041	Prostaglandin G/H synthase 2	Inflammation	.	E08-E13, E10.2, E11, E11.2, E13.2, I73.9, I80-I82, N00-N29, R52, G89
TTDS00041	Prostaglandin G/H synthase 2	Inflammatory diseases	140-229, 147, 173, 573.3, 710-719	C00-C96, C11, C44, K75.9, M00-M25
TTDS00041	Prostaglandin G/H synthase 2	Lung cancer	162	C33-C34
TTDS00041	Prostaglandin G/H synthase 2	Malignant mesothelioma	163	C45
TTDS00041	Prostaglandin G/H synthase 2	Meningioma	225.2	C70, D32
TTDS00041	Prostaglandin G/H synthase 2	Myocardial infarction	410, 434.91	I21, I22, I61-I63
TTDS00041	Prostaglandin G/H synthase 2	Oropharyngeal squamous cell carcinoma	199	C44
TTDS00041	Prostaglandin G/H synthase 2	Osteoarthritis	715	M15-M19, M47
TTDS00041	Prostaglandin G/H synthase 2	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
TTDS00041	Prostaglandin G/H synthase 2	Pathological angiogenesis	.	.
TTDS00041	Prostaglandin G/H synthase 2	Peutz-Jeghers syndrome	.	.
TTDS00041	Prostaglandin G/H synthase 2	Prostate cancer	140-229, 185	C00-C96, C61
TTDS00041	Prostaglandin G/H synthase 2	Pyresis	.	.
TTDS00041	Prostaglandin G/H synthase 2	Renal cell carcinoma	189	C64
TTDS00041	Prostaglandin G/H synthase 2	Rheumatoid arthritis	710-719, 714	M05-M06
TTDS00041	Prostaglandin G/H synthase 2	Stroke	434.91, 437.6, 453, 671.5, 671.9	I61-I63, I80-I82
TTDS00041	Prostaglandin G/H synthase 2	Vascular lesion regression	.	.
TTDR00041	S-adenosyl-L-methionine-C-24-delta-sterol-methyltransferase	Pneumocystis infections	001-139	A00-B99
TTDR00042	Beta-hydroxyacyl-acp dehydratase	Malaria	84	B50-B54
TTDC00042	Matrix metalloproteinase-14	Brain cancer	191, 225.0	C71, D33
TTDC00042	Matrix metalloproteinase-14	Hormone-refractory prostate cancer	140-229, 185, 203.0	C00-C96, C61, C90.0
TTDC00042	Matrix metalloproteinase-14	Kaposi's sarcoma	176	C46
TTDC00042	Matrix metalloproteinase-14	Lung cancer	162	C33-C34
TTDC00042	Matrix metalloproteinase-14	Myocardial infarction	410, 434.91	I21, I22, I61-I63
TTDC00042	Matrix metalloproteinase-14	Non-small cell lung cancer	140-229, 162, 204.0	C00-C96, C33-C34, C91.0
TTDC00042	Matrix metalloproteinase-14	Osteoarthritis	715	M15-M19, M47
TTDC00042	Matrix metalloproteinase-14	Pancreatic cancer	140-229, 157, 202.8, 203.0, 208.9	C00-C96, C25, C81-C96, C90.0, C91-C95
TTDC00042	Matrix metalloproteinase-14	Prostate cancer	140-229, 185	C00-C96, C61
TTDR00043	Class 1 lysyl-tRNA synthetase	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
TTDS00043	Gastrin/cholecystokinin type B receptor	Acid-related diseases	531-534	K25-K27
TTDS00043	Gastrin/cholecystokinin type B receptor	Anxiety disorders	300	F40-F42
TTDS00043	Gastrin/cholecystokinin type B receptor	Cocaine dependence	304.2, 311	F14.2, F32
TTDS00043	Gastrin/cholecystokinin type B receptor	Gastrin sensitive tumours	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
TTDS00043	Gastrin/cholecystokinin type B receptor	Gastrointestinal adenocarcinomas	140-199	C00-C75, C7A, C7B
TTDS00043	Gastrin/cholecystokinin type B receptor	Gastrointestinal motility disorders	.	.
TTDS00043	Gastrin/cholecystokinin type B receptor	Malignant gliomas	191	C71
TTDS00043	Gastrin/cholecystokinin type B receptor	Medullary thyroid carcinoma	193	C73
TTDS00043	Gastrin/cholecystokinin type B receptor	Neuroendocrine tumors	140-199, 209, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
TTDS00043	Gastrin/cholecystokinin type B receptor	Small cell lung cancer	162.9	C34.90
TTDS00043	Gastrin/cholecystokinin type B receptor	Stromal ovarian tumors	140-199, 183, 210-229	C00-C75, C56, C7A, C7B, D10-D36, D3A
TTDC00043	Neuropeptide Y receptor type 4	Obesity	278	E66
TTDC00043	Neuropeptide Y receptor type 4	Schizophrenia; Schizoaffective disorders	295, 295.70	F20, F25
TTDR00044	GDP-mannose pyrophosphorylase	Leishmania infections	001-139, 296.0, 296.4, 296.6	A00-B99, F30
TTDC00044	MAP kinase p38	Acute pain; Chronic pain	338,780	R52, G89
TTDC00044	MAP kinase p38	Analgesics	338	R52
TTDC00044	MAP kinase p38	Cancer	140-229	C00-C96
TTDC00044	MAP kinase p38	Cardiovascular disorders	390-459	I00-I99
TTDC00044	MAP kinase p38	Coronary artery disease	410-414, 429.2	I20-I25
TTDC00044	MAP kinase p38	Inflammatory bowel disease	555, 556	K50, K51
TTDC00044	MAP kinase p38	Inflammatory disorders	.	.
TTDC00044	MAP kinase p38	Neurological diseases	320-359	G00-G99
TTDC00044	MAP kinase p38	Oral facial pain	338,780	R52, G89
TTDC00044	MAP kinase p38	Psoriasis; Psoriatic disorders	696	L40
TTDC00044	MAP kinase p38	Rheumatoid arthritis	710-719, 714	M05-M06
TTDS00044	Potassium-transporting ATPase alpha chain 1	Acid-related diseases	531-534	K25-K27
TTDS00044	Potassium-transporting ATPase alpha chain 1	Gastric acid hypersecretion	.	.
TTDS00044	Potassium-transporting ATPase alpha chain 1	Gastric ulcer	531	K25
TTDS00044	Potassium-transporting ATPase alpha chain 1	Gastroesophageal reflux disease	140-229, 530	C00-C96, K21
TTDC00045	Ephrin type-B receptor 4	Lung cancer	162	C33-C34
TTDC00045	Ephrin type-B receptor 4	Solid tumors	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
TTDR00045	Interleukin-1 receptor-associated kinase-4	Autoimmune diseases	279	D84.9, M35.9
TTDR00045	Interleukin-1 receptor-associated kinase-4	Inflammation	.	E08-E13, E10.2, E11, E11.2, E13.2, I73.9, I80-I82, N00-N29, R52, G89
TTDR00045	Interleukin-1 receptor-associated kinase-4	Sepsis	995.0, 995.91	A40, A41, T78.2
TTDS00045	Sodium/potassium-transporting ATPase alpha-1 chain	Atrial fibrillation; Atrial flutter	427.31, 487, 488	I48, J10, J11
TTDS00045	Sodium/potassium-transporting ATPase alpha-1 chain	Heart failure	410, 428	I21, I22, I50
TTDC00046	Nuclear factor NF-kappa-B	Cancer	140-229	C00-C96
TTDC00046	Nuclear factor NF-kappa-B	Cystic fibrosis	277.0, 709.2	E84, L90.5
TTDC00046	Nuclear factor NF-kappa-B	Kidney cancer	140-229	C00-C96
TTDC00046	Nuclear factor NF-kappa-B	Lymphoma	202.8, 208.9	C81-C96, C91-C95
TTDC00046	Nuclear factor NF-kappa-B	Multiple myeloma	203.0, 208.9	C90.0, C91-C95
TTDC00046	Nuclear factor NF-kappa-B	Pediatric disease	.	.
TTDC00046	Nuclear factor NF-kappa-B	Prostate cancer	140-229, 185	C00-C96, C61
TTDC00046	Nuclear factor NF-kappa-B	Solid tumors	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
TTDR00046	RING-box protein 2	Cancer	140-229	C00-C96
TTDR00046	RING-box protein 2	Inflammation	.	E08-E13, E10.2, E11, E11.2, E13.2, I73.9, I80-I82, N00-N29, R52, G89
TTDS00046	Sodium/potassium-transporting ATPase	Chronic renal failure	585.9585.1-585.5403	N18
TTDS00046	Sodium/potassium-transporting ATPase	Peptic ulcer	531-534	K25-K27
TTDR00047	Papain-like cysteine protease	Arthritis	710-719	M00-M25
TTDR00047	Papain-like cysteine protease	Cancer	140-229	C00-C96
TTDR00047	Papain-like cysteine protease	Osteoporosis	733.0, V07.4	M80-M81, Z79.890
TTDR00047	Papain-like cysteine protease	Vascular diseases	325, 430-459	G45-G46, I60-I95
TTDC00048	Induced myeloid leukemia cell differentiation protein Mcl-1	Lymphoid leukemia	208.9	C91-C95
TTDC00048	Induced myeloid leukemia cell differentiation protein Mcl-1	Non-hodgkin's lymphoma	200, 202, 202.8	C81-C96, C82-C85
TTDC00048	Induced myeloid leukemia cell differentiation protein Mcl-1	Prostate cancer	140-229, 185	C00-C96, C61
TTDR00048	Voltage-dependent T-type calcium channel alpha-1I subunit	Analgesics	338	R52
TTDR00048	Voltage-dependent T-type calcium channel alpha-1I subunit	Epilepsy	290-319, 345	F01-F99, G40
TTDR00048	Voltage-dependent T-type calcium channel alpha-1I subunit	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
TTDR00049	5-HT-moduline	Mood affective disorders	.	.
TTDC00049	Transient receptor potential cation channel subfamily V member 1	Acute migraine	346	G43
TTDC00049	Transient receptor potential cation channel subfamily V member 1	Acute pain; Chronic pain	338,780	R52, G89
TTDC00049	Transient receptor potential cation channel subfamily V member 1	Analgesics	338	R52
TTDC00049	Transient receptor potential cation channel subfamily V member 1	Chronic pathological pain	338,780	R52, G89
TTDC00049	Transient receptor potential cation channel subfamily V member 1	Osteoarthritis pain	338, 715,780	M15-M19, M47, R52, G89
TTDC00049	Transient receptor potential cation channel subfamily V member 1	Urinary incontinence	788.3	N39.3, N39.4, R32
TTDR00050	ATP-independent DNA topoisomerase II	Trypanosomiasis	086.5-086	B56-B57
TTDC00050	Glucose-dependent insulinotropic receptor	Type 2 diabetes	250.00, 250.02	E11
TTDR00051	CGMP-dependent protein kinase	Intestinal parasites infections	001-139	A00-B99
TTDC00051	Gamma-secretase	Alzheimer's disease	331.0, 331.83	G30, G31.84
TTDR00052	Growth arrest and DNA-damage-inducible protein GADD45	Cancer	140-229	C00-C96
TTDC00052	NAD-dependent deacetylase sirtuin-1	Neurological diseases	320-359	G00-G99
TTDC00052	NAD-dependent deacetylase sirtuin-1	Type 2 diabetes	250.00, 250.02	E11
TTDS00053	Aldehyde dehydrogenase	Chronic alcoholism	303	F10.2
TTDC00053	Carboxypeptidase B2	Thrombosis	437.6, 453, 671.5, 671.9	I80-I82
TTDR00054	HIV-1 peptidase	Human immunodeficiency virus infection	279.3	D84.9
TTDC00054	Hypoxia-inducible factor-prolyl hydroxylase	Anemia	280-285	D50-D64
TTDC00054	Hypoxia-inducible factor-prolyl hydroxylase	Kidney disease	580-589	N00-N29
TTDS00054	Succinate semialdehyde dehydrogenase, mitochondrial	Riboflavin deficiency	.	.
TTDS00055	3-beta-hydroxysteroid dehydrogenase	Autoimmune polyendocrinopathies	.	.
TTDS00055	3-beta-hydroxysteroid dehydrogenase	Female infertility; Hyperprolactinemia	606, 628	N46, N97.0
TTDS00055	3-beta-hydroxysteroid dehydrogenase	Premature ovarian failure	256.31	E28.3
TTDS00055	3-beta-hydroxysteroid dehydrogenase	Primary aldosteronism	.	.
TTDS00055	3-beta-hydroxysteroid dehydrogenase	Tumors (androgen sensitive)	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
TTDR00055	HIV-1 Tat protein-TAR RNA	Human immunodeficiency virus infection	279.3	D84.9
TTDC00055	Telomerase protein component 1	Lymphoid leukemia	208.9	C91-C95
TTDC00055	Telomerase protein component 1	Multiple myeloma	203.0, 208.9	C90.0, C91-C95
TTDC00055	Telomerase protein component 1	Solid tumors	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
TTDR00056	Pre-mRNA splicing factor PRP8	Fungal diseases	110-118	B35-B49
TTDC00056	Toll-like receptor 8	Genital warts	78.11	A63.0
TTDC00056	Toll-like receptor 8	Systemic lupus erythematosus	695, 710.0	L51-L54, M32
TTDS00056	Xanthine dehydrogenase/oxidase	Gout	274.00274.1274.8274.9	M10
TTDR00057	Melanocortin receptor	Obesity	278	E66
TTDC00057	Sphingomyelin phosphodiesterase 4	Depression	311	F32
TTDS00058	Glutamate dehydrogenase	Malaria	84	B50-B54
TTDR00058	P16 gene	Multiple myeloma	203.0, 208.9	C90.0, C91-C95
TTDC00058	Sphingosine kinase 2	Late-stage ovarian cancer	140-229, 183, 188	C00-C96, C56, C67
TTDC00058	Sphingosine kinase 2	Prostate cancer	140-229, 185	C00-C96, C61
TTDS00059	Dihydroorotate dehydrogenase, mitochondrial	Arthritis	710-719	M00-M25
TTDS00059	Dihydroorotate dehydrogenase, mitochondrial	Autoimmune diseases	279	D84.9, M35.9
TTDS00059	Dihydroorotate dehydrogenase, mitochondrial	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
TTDS00059	Dihydroorotate dehydrogenase, mitochondrial	Cancer	140-229	C00-C96
TTDS00059	Dihydroorotate dehydrogenase, mitochondrial	Fungal diseases	110-118	B35-B49
TTDS00059	Dihydroorotate dehydrogenase, mitochondrial	Hepatocellular carcinoma	155	C22.0
TTDS00059	Dihydroorotate dehydrogenase, mitochondrial	Immunosuppression	.	.
TTDS00059	Dihydroorotate dehydrogenase, mitochondrial	Inflammatory diseases	140-229, 147, 173, 573.3, 710-719	C00-C96, C11, C44, K75.9, M00-M25
TTDS00059	Dihydroorotate dehydrogenase, mitochondrial	Malaria	84	B50-B54
TTDS00059	Dihydroorotate dehydrogenase, mitochondrial	Parasitic diseases	.	.
TTDS00059	Dihydroorotate dehydrogenase, mitochondrial	Pneumocystis infections	001-139	A00-B99
TTDS00059	Dihydroorotate dehydrogenase, mitochondrial	Proliferative diseases	.	.
TTDS00059	Dihydroorotate dehydrogenase, mitochondrial	Rheumatoid arthritis	710-719, 714	M05-M06
TTDS00059	Dihydroorotate dehydrogenase, mitochondrial	Tumors	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
TTDR00059	P2X receptor (bacterial)	Schistosomiasis	120	B65
TTDC00059	Serine/threonine-protein kinase 13	Myeloid leukemia	208.9	C91-C95
TTDC00059	Serine/threonine-protein kinase 13	Solid tumors	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
TTDS00060	Alcohol dehydrogenase	Methanol poisoning	.	.
TTDC00060	Heparanase	Hepatocellular cancer following curative resection	155	C22.0
TTDC00060	Heparanase	Lung cancer	162	C33-C34
TTDC00060	Heparanase	Prostate cancer	140-229, 185	C00-C96, C61
TTDR00060	Protease resistant isoform	Prion diseases	.	.
TTDR00061	Rnase P protein	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
TTDC00061	Voltage-dependent anion-selective channel protein 3	Solid tumors	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
TTDC00062	5-lipoxygenase activating protein	Arthritis	710-719	M00-M25
TTDC00062	5-lipoxygenase activating protein	Asthma	493	J45
TTDC00062	5-lipoxygenase activating protein	Cardiovascular disorders	390-459	I00-I99
TTDC00062	5-lipoxygenase activating protein	Coronary artery disease; Heart attack	410, 410-414, 429.2	I20-I25, I21-I22
TTDC00062	5-lipoxygenase activating protein	Inflammatory disorders	.	.
TTDC00062	5-lipoxygenase activating protein	Psoriasis	696	L40
TTDS00062	Inosine-5'-monophosphate dehydrogenase	Cancer	140-229	C00-C96
TTDS00062	Inosine-5'-monophosphate dehydrogenase	Hepatitis C infection	070.4, 070.5, 070.70	B17.1, B18.2
TTDS00062	Inosine-5'-monophosphate dehydrogenase	Immunosuppression	.	.
TTDS00062	Inosine-5'-monophosphate dehydrogenase	Infections	001-139	A00-B99
TTDS00062	Inosine-5'-monophosphate dehydrogenase	Influenza A virus infections	487, 488	J10, J11
TTDS00062	Inosine-5'-monophosphate dehydrogenase	Leukemia	208.9	C91-C95
TTDS00062	Inosine-5'-monophosphate dehydrogenase	Lung cancer	162	C33-C34
TTDS00062	Inosine-5'-monophosphate dehydrogenase	Malaria	84	B50-B54
TTDS00062	Inosine-5'-monophosphate dehydrogenase	Microbial infections	001-139	A00-B99
TTDS00062	Inosine-5'-monophosphate dehydrogenase	Parasitic diseases	.	.
TTDS00062	Inosine-5'-monophosphate dehydrogenase	Severe acute respiratory syndrome	.	.
TTDS00062	Inosine-5'-monophosphate dehydrogenase	Trichomoniasis	131	A59
TTDS00062	Inosine-5'-monophosphate dehydrogenase	Tritrichomonial infections	001-139	A00-B99
TTDS00062	Inosine-5'-monophosphate dehydrogenase	Viral infections	054.0, 054.1, 054.2, 054.3, 075, 771.2, 052, 053	B01, B02, A60, B00, B27, G05.1, P35.2
TTDR00062	Voltage-gated calcium channel	Epilepsy	290-319, 345	F01-F99, G40
TTDS00063	Inosine-5'-monophosphate dehydrogenase 2	Leukemia	208.9	C91-C95
TTDC00063	Nitric-oxide synthase, brain	Helminth infection	001-139	A00-B99
TTDC00063	Nitric-oxide synthase, brain	Migraine; Cluster headaches	339.00, 339.01, 339.02, 346	G43, G44.0
TTDC00063	Nitric-oxide synthase, brain	Schizophrenia	295, 710.0	F20, M32
TTDR00063	Wld(S) protein	Axon death in CNS; PNS disease	.	.
TTDR00063	Wld(S) protein	Neurological diseases	320-359	G00-G99
TTDC00064	Centromeric protein E	Cancer	140-229	C00-C96
TTDC00064	Centromeric protein E	Solid tumors	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
TTDR00064	HCMV DNA polymerase	Cytomegalovirus retinitis	78.5	B25.8, H30.9
TTDR00064	HCMV DNA polymerase	GCV-resistant HCMV	.	.
TTDS00064	Lipase	Acne vulgaris	706.1	L70.0
TTDS00064	Lipase	Alzheimer's disease	331.0, 331.83	G30, G31.84
TTDS00064	Lipase	Dermatitis	692.9	L20-L30
TTDS00064	Lipase	Hyperlipidemia	272.0-272.4	E78
TTDS00064	Lipase	Non-insulin-dependent diabetes mellitus	250	E08-E13
TTDS00064	Lipase	Obesity	278	E66
TTDS00064	Lipase	Skin rash	.	.
TTDR00065	Aspartyl protease (Candida albicans secreted)	Fungal diseases	110-118	B35-B49
TTDC00065	Farnesyltransferase	Acute myeloid leukemia	205.0, 238.7	C92.0, D46
TTDC00065	Farnesyltransferase	Amebiasis	6	A06
TTDC00065	Farnesyltransferase	Bladder cancer	140-229, 188	C00-C96, C67
TTDC00065	Farnesyltransferase	Breast cancer	174, 175, 217	C50, D24
TTDC00065	Farnesyltransferase	Cancer	140-229	C00-C96
TTDC00065	Farnesyltransferase	Colorectal cancer	153, 154	C18-C21
TTDC00065	Farnesyltransferase	Malaria	84	B50-B54
TTDC00065	Farnesyltransferase	Non-small cell lung cancer	140-229, 162, 204.0	C00-C96, C33-C34, C91.0
TTDC00065	Farnesyltransferase	Pancreatic cancer	140-229, 157, 202.8, 203.0, 208.9	C00-C96, C25, C81-C96, C90.0, C91-C95
TTDC00065	Farnesyltransferase	Solid tumors	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
TTDS00065	Phospholipase A2	Arthritis	710-719	M00-M25
TTDS00065	Phospholipase A2	Eicosanoid-mediated disorders	.	.
TTDS00065	Phospholipase A2	Inflammation	.	E08-E13, E10.2, E11, E11.2, E13.2, I73.9, I80-I82, N00-N29, R52, G89
TTDR00066	DnaB-like helicase	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
TTDS00066	Lipoprotein lipase	Dyslipidemia	272	E78
TTDC00066	Protein kinase C, epsilon type	Anxiety disorders	300	F40-F42
TTDC00066	Protein kinase C, epsilon type	Astroglial brain tumors	140-199, 191, 210-229, 225.0	C00-C75, C71, C7A, C7B, D10-D36, D33, D3A
TTDC00066	Protein kinase C, epsilon type	Immune disease	.	.
TTDC00066	Protein kinase C, epsilon type	Inflammation	.	E08-E13, E10.2, E11, E11.2, E13.2, I73.9, I80-I82, N00-N29, R52, G89
TTDC00066	Protein kinase C, epsilon type	Ischemic reperfusion injury	.	.
TTDC00066	Protein kinase C, epsilon type	Myocardial hypertrophy	.	.
TTDC00067	Cathepsin S	Autoimmune diseases	279	D84.9, M35.9
TTDC00067	Cathepsin S	Psoriasis; Psoriatic disorders	696	L40
TTDR00067	Ribosomal ATPase RbbA	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
TTDR00067	Ribosomal ATPase RbbA	Fungal diseases	110-118	B35-B49
TTDC00068	Cathepsin K	Bone Metastases	198.5	C79.51
TTDC00068	Cathepsin K	Cancer	140-229	C00-C96
TTDC00068	Cathepsin K	Osteoporosis	733.0, V07.4	M80-M81, Z79.890
TTDC00068	Cathepsin K	Postmenopausal women with osteoporosis	733	M80-M81
TTDC00068	Cathepsin K	Rheumatoid arthritis	710-719, 714	M05-M06
TTDS00068	Corticosteroid-binding globulin	Cortisol driven obesity	278	E66
TTDR00068	DNA helicase/primase complex associated protein	Herpes virus infection	001-139, 042-075	A00-B99, A80-A99, B00-B34
TTDC00069	Peroxisome proliferator activated receptor delta	Atherosclerosis	414.0, 440	I70
TTDC00069	Peroxisome proliferator activated receptor delta	Hyperlipidemia	272.0-272.4	E78
TTDC00069	Peroxisome proliferator activated receptor delta	Inflammation	.	E08-E13, E10.2, E11, E11.2, E13.2, I73.9, I80-I82, N00-N29, R52, G89
TTDC00069	Peroxisome proliferator activated receptor delta	Metabolic disease	270-279	E70-E89
TTDC00069	Peroxisome proliferator activated receptor delta	Metabolic syndrome X	277.7	E88.81
TTDC00069	Peroxisome proliferator activated receptor delta	Non-insulin-dependent diabetes mellitus	250	E08-E13
TTDC00069	Peroxisome proliferator activated receptor delta	Obesity	278	E66
TTDC00069	Peroxisome proliferator activated receptor delta	Skin diseases	.	.
TTDR00069	Stromelysin	Connective tissue disorders	727	M65-M67
TTDR00069	Stromelysin	Inflammatory diseases	140-229, 147, 173, 573.3, 710-719	C00-C96, C11, C44, K75.9, M00-M25
TTDR00069	Stromelysin	Tumors	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
TTDC00070	Corticosteroid 11-beta-dehydrogenase, isozyme 1	Cognitive deficits	290-294, 294.0, 780.09, 780.9, 780.93	F01-F07, F04, R41.3
